mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.735013167063395,0.49775106264960733,0.10201199849446614,0.008900810536334004,200,10,4,sqrt,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",0.7486495424980708,0.7135416666666666,0.8155038759689923,0.7592316950445767,0.04229310027132839,2
3.5448976357777915,0.04484770128006721,0.12396438916524251,0.013578247012001972,200,10,1,sqrt,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",0.7221793486649174,0.580952380952381,0.7111650485436893,0.671432259386996,0.06413675494829851,6
97.60424613952637,2.348753442923152,0.10757780075073242,0.001970181167037922,500,10,2,0.5,20,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 20}",0.812402292860865,0.67,0.7919860158666129,0.7581294362424926,0.06287184977338789,3
69.38664849599202,1.8422999048506303,0.08698320388793945,0.016053563195422085,300,10,2,0.5,40,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 40}",0.7923046198908268,0.6644920782851818,0.7709020902090209,0.7425662627950098,0.05589395187526198,4
66.48535029093425,1.868186061841994,0.10317715009053548,0.005705584784172201,300,5,4,0.5,40,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 40}",0.82,0.6938775510204082,0.7769447047797563,0.7636074186000549,0.05234583992468982,1
5.474162896474202,0.30438405961420156,0.1483306090037028,0.004361111367043216,300,5,2,sqrt,40,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 40}",0.7601370645345518,0.6964452136865931,0.7598039215686274,0.738795399929924,0.029946412719974256,5
